698,877,751,32,698,1201,1191,133,442,1045,1035,270
12,97,95,40,11,1530,1507,987,26
532,1433,1419,442,12
384,624,612,49
158,202,171,1220,1482,1242,45
175,869,858,399,13
124,1272,1255,716,20
56,53,25
229,2316,2289,1311,28
31,59,59
431,437,297,23,1112,1095,698,21
872,2108,2088,566,16
57,559,551,302,11
49,211,207,80,19,164,161,76
134,1364,1346,769,21
111,338,332,107
18,28,27
2476,2514,1744,39
171,332,328,48
12,16,16
50,132,129,29
14,13
1142,1829,1789,147,11
12,11,46,49,31
147,187,156,16,25,25
523,2470,2446,1137,24
143,1378,1362,769,21,1378,2667,2645,454,15
182,680,671,267
200,209,141,17,857,842,533,18
25,38,35
56,54,26
28,123,120,44,72,452,445,218
88,157,154
457,448,283
233,311,274,11
688,984,919,52
90,96,67
891,1529,1514,166
167,254,242
424,1216,1202,399,13
678,1982,1962,667,16
1325,1561,1272,43
78,170,167,27,1192,1489,1276,49
820,1610,1596,285
131,197,187
761,1230,1207,102
155,185,146,15,15,106,110,73
292,1103,1090,447,14
393,708,701,90
26,23,1179,1419,1178,43
85,82,37
908,1113,937,37
135,156,118
25,20,32,680,670,404,15
68,320,313,134
893,1246,1147,60
1588,1820,1448,45
645,1690,1673,506,15
1436,1701,1395,47
486,547,420,17
30,95,94,25,225,237,166
12,73,71,27,2331,2397,1691,40
388,1555,1538,659,18
1114,1103,734,23
311,484,467,30
126,1102,1089,600,18
304,517,509,48
56,595,584,325,12
317,1028,1017,375,13
178,411,407,94
33,65,63
397,963,953,255
56,201,197,68,380,1592,1575,691,18
1786,2142,1777,58
563,1750,1732,624,16
13,19,18
105,485,477,209,1317,1905,1727,79
1012,1202,987,37
409,1727,1709,753,19
209,288,258
1451,1635,1276,40
2044,2347,1873,54,1258,1620,1423,58
510,855,845,80
70,105,98
523,1412,1398,436,13
40,93,91,13
266,1698,1678,868,21
58,53,29,214,474,469,102
420,424,285
65,2175,2142,1361,31,132,976,963,511,15
1526,2082,1899,89
1600,2916,2892,400,13
72,120,117
439,1706,1688,710,17
135,142,96,1672,1758,1273,35
1062,1282,1065,40
372,434,342,14
12,11
31,1050,1032,647,19
23,35,34
1124,1111,735,23
29,917,901,561,19
305,1835,1814,922,22
1197,3125,3096,924,20
92,360,354,139
1608,1697,1234,34
1005,1461,1377,81
724,723,485,17
155,154,98,147,143,86
344,336,201
84,89,61,201,390,386,57,220,451,447,80
478,1849,1829,771,19
49,46,28,37,416,411,226
208,298,273,11
280,616,609,134
937,1548,1526,142
354,1863,1844,895,21
17,16
41,72,71
12,913,897,574,18
888,1436,1408,120
100,112,82
11
549,914,902,84
765,1978,1961,584,16
402,1089,1079,336,12
506,801,780,58
43,229,223,97,956,1991,1973,411,13
17,25,23
87,140,137
17,20,18
23,21,162,646,639,265
21,43,43
35,184,180,73
75,71,36
92,99,70
1262,2440,2419,412,13
872,1077,911,38
523,1332,1320,384
11,81,77,31
54,168,164,47,1204,1619,1463,68
59,56,24
153,329,325,62,890,2089,2071,537,13
1636,1863,1472,45
270,1242,1228,561,16,1291,1446,1124,36
18,28,27
95,150,145
123,585,577,258
390,840,832,181
315,367,289
194,1921,1897,1081,25
676,1521,1507,365,12
12,12
63,326,320,141
122,1230,1214,690,21
931,1702,1688,241,11,1153,1385,1149,42
761,987,866,38
66,203,200,59
48,220,215,86
126,149,116
288,418,391,20,684,995,936,55
167,889,876,419,14
400,2196,2170,1070,23
114,158,140
541,987,979,137
220,364,358,27,48,46,20
364,743,735,140,75,126,124
274,552,545,95
11,42,41,453,785,776,85
417,968,958,241
234,698,690,231,262,618,612,151
353,983,973,309,11
174,254,235,66,70,49
12,11
614,1051,1041,111
938,1809,1793,305,11
67,100,94
18,1142,1123,719,22
18,44,43
77,120,115
39,615,604,353,12
1429,2237,2175,163,11
30,394,387,216,26,196,191,91
351,722,714,138
1077,2022,2005,314,13,398,1594,1580,679,18
83,78,44
847,1247,1182,73
205,697,689,258,29,572,562,334,13
1783,2067,1663,51
25,29,23,32,30,78,249,245,80
16,22,20
60,60,36
23,82,80,23,36,305,300,152
337,364,266
24,36,32
262,479,474,60
190,319,313,22,1319,1917,1809,105
13,17,14
298,2644,2614,1459,30
12
18,17,1338,2284,2261,241,11
11,1135,1116,723,21
70,104,97
1854,2108,1665,48
404,581,540,29,176,313,310,31
312,701,694,162
27,94,91,26,388,1715,1696,765,18
694,702,480,16
461,818,810,99,117,254,250,45
29,25,14
485,736,704,45
28,1045,1028,647,20,1805,2440,2211,97
167,410,404,102
79,121,115
63,150,147,29
710,880,744,31
46,48,33,166,766,757,341,11
281,554,549,90
313,1279,1265,546,16
152,1213,1198,651,19
119,686,677,330,11
2432,3125,2736,98,11
161,573,566,217
58,68,50
877,876,591,20
606,927,892,62,89,127,114
48,185,182,65
472,2719,2691,1348,26
145,226,218
75,2807,2765,1764,36
338,1412,1397,611,16
1212,1800,1716,107
137,176,150
23,36,35
371,444,359,14
729,752,526,19
401,581,543,29,1534,1997,1767,71
568,1022,1012,133
322,488,464,26
20,40,40
196,218,162,1686,1669,1111,29
55,333,328,154
180,309,305,24
61,60,24,82,98,77
36,86,85,11,208,816,807,335
376,573,548,33
192,473,467,120
16,84,81,29
788,1594,1581,307,11
225,220,138
523,1276,1263,346,11,691,749,555,20
265,1251,1237,570,16
443,863,855,146
192,187,101,81,78,39
731,1146,1113,83
56,150,147,35,1749,2375,2160,97
17,16
337,334,215,296,616,609,118,1526,2050,1850,82
872,1281,1214,74
15
131,207,201
81,80,51
1314,2688,2667,526,14,23,22
2417,3190,2843,110
76,574,565,294,442,579,507,22
962,1507,1466,111
188,361,357,49
458,900,891,157
2298,2649,2120,59
405,883,873,196
1559,2245,2108,116,46,54,42
19,305,298,167
218,1108,1095,520,16
97,142,130,37,111,109,28
205,293,269,11,345,480,438,22
201,299,282,13
2097,2126,1473,36
577,595,415,15,16,41,40
41,78,77
292,314,227
127,222,218,17
1662,1773,1309,37
19,178,174,85
14,20,18,165,332,330,53
197,359,355,41
17,129,127,57
78,257,253,83
34,48,45
1226,1230,837,25
42,87,85
1891,2759,2607,147,464,875,867,134
65,89,80
103,310,306,95
691,1267,1256,181
24,46,45
68,852,838,485,16,107,513,506,225
566,629,480,18
147,200,177,16,17,12,1502,1854,1575,57
228,291,249
242,379,367,22
12,61,59,19,32,33,19,32,32
214,298,269,1876,2806,2680,166,11
199,208,144,449,1178,1168,353,12
467,1511,1495,554,15
426,433,292,11
38,36,13,575,2485,2461,1100,23
130,532,525,216,678,2338,2315,903,20
36,53,49
312,1467,1450,670,17,177,298,294,21
76,73,37
23,18
431,427,277
364,419,326,12
58,60,42
62,174,171,46,148,330,325,66
369,669,662,86,435,954,944,214
213,292,262,748,784,559,20
254,709,700,220,19,16
20,22,15
48,180,178,61,87,86,38
197,1838,1815,1023,25
74,430,423,201,71,117,113,41,381,374,199
47,186,182,66,12,27,27
512,1069,1058,218,1237,1382,1070,35
716,806,624,23,837,1617,1603,275,11
208,226,163,371,484,421,19
241,254,178
1305,1822,1682,85
1367,1478,1106,33,923,1047,821,28
456,760,750,67
72,69,32,79,77,35
28,25
75,72,38
1089,1849,1830,192
142,138,83,92,124,108
150,211,190
1399,1834,1628,69
1160,1963,1941,202,12
89,84,48,265,1086,1073,462,14
455,1192,1179,354,12
43,59,52
1360,1343,892,26
178,541,534,181
969,1002,708,24
1243,2170,2150,252,11,11,13
440,536,445,19
86,148,145,85,117,103
465,1149,1138,318,11,770,1239,1214,101
557,681,567,24,149,276,273,31
348,885,875,251
98,94,49
16,16
11,811,925,729,27
862,1415,1393,126
703,1176,1162,113
153,2001,1976,1173,27,1377,1987,1869,105
365,889,879,236
308,357,280
952,1303,1188,59,1129,1190,863,28
374,487,424,19
361,357,232,750,1778,1764,466,13
688,905,801,37
320,333,230
14,14,29,49,48,1186,1367,1091,37
337,1074,1063,388,12
278,825,816,276
16,16,79,119,110
15,752,737,463,16
1772,2939,2896,268,13
328,455,413,20,492,1187,1177,317,11
14,14,402,1313,1301,485,14
1014,1120,855,28,1010,1676,1654,156
30,389,381,212
23,49,48
42,106,105,18
306,678,670,152,533,1967,1948,798,20
1531,2104,1925,92
27,25,149,322,318,61
